cat,nfor,ndefor,rate
1,387878,27210,0.007246912532001937
2,5190,1985,0.04705887962204225
3,203,146,0.11927995323441354
4,73,60,0.15848463660890555
5,55,47,0.17534417734621266
6,66,61,0.22742151986237613
7,23,20,0.18428332206849674
8,26,25,0.27805740661833167
9,19,18,0.25505426182281277
10,4,4,1.0
11,24,24,1.0
12,0,0,
13,0,0,
14,0,0,
15,0,0,
16,0,0,
17,0,0,
18,0,0,
19,0,0,
20,0,0,
21,0,0,
22,0,0,
23,0,0,
24,0,0,
25,0,0,
26,0,0,
27,0,0,
28,0,0,
29,0,0,
30,14,14,1.0
